Date,Year,Day,Time,PH_INT,PH_EXT,TEMP,TEMP_CTD,Salinity,Oxygen
2016162,2016,162,22.51537552,8.044694,8.032218,26.8341,26.69948,34.27316,5.8334
2016162,2016,162,22.76538086,8.057118,8.044264,26.96074,26.83736,34.27448,5.9932
2016162,2016,162,23.0153927,8.065932,8.054276,27.08898,26.9671,34.2762,6.1486
2016162,2016,162,23.26513138,8.075436,8.06436,27.20008,27.06582,34.27844,6.2746
2016162,2016,162,23.51514128,8.0834,8.070934,27.29674,27.15806,34.27986,6.3794
2016162,2016,162,23.76514244,8.088278,8.07665,27.35708,27.18882,34.28238,6.441
2016163,2016,163,0.01515858,8.092564,8.081474,27.40244,27.22172,34.28438,6.4648
2016163,2016,163,0.26518116,8.09643,8.084764,27.43222,27.23526,34.28716,6.485
2016163,2016,163,0.54576136,8.097244,8.088086,27.44884,27.240125,34.289275,6.47675
2016163,2016,163,0.76518604,8.10166,8.090004,27.46598,27.24866,34.2908,6.4926
2016163,2016,163,1.01521402,8.103102,8.090528,27.46902,27.24334,34.29244,6.461
2016163,2016,163,1.26521406,8.1048,8.092092,27.46712,27.2347,34.2939,6.4382
2016163,2016,163,1.5152308,8.107052,8.093752,27.46852,27.2363,34.29556,6.4252
2016163,2016,163,1.76511386,8.108786,8.095418,27.46436,27.22532,34.2975,6.412
2016163,2016,163,2.01525274,8.11041,8.096588,27.45976,27.21942,34.2984,6.396
2016163,2016,163,2.2652641,8.111688,8.09837,27.45712,27.21992,34.29966,6.3892
2016163,2016,163,2.51526986,8.113888,8.099546,27.4564,27.21994,34.30082,6.374
2016163,2016,163,2.76525298,8.113708,8.098998,27.44532,27.1988,34.30238,6.345
2016163,2016,163,3.04587774,8.11233,8.100852,27.42392,27.167425,34.300125,6.2765
2016163,2016,163,3.26528024,8.113282,8.09818,27.39864,27.1449,34.30104,6.2474
2016163,2016,163,3.51530864,8.11422,8.099072,27.38252,27.12922,34.30192,6.2154
2016163,2016,163,3.76529742,8.112552,8.096536,27.35624,27.0985,34.30324,6.168
2016163,2016,163,4.01533634,8.112762,8.09664,27.3346,27.07596,34.30492,6.1164
2016163,2016,163,4.2653425,8.111616,8.094802,27.31118,27.05148,34.30686,6.0622
2016163,2016,163,4.51532432,8.10962,8.092426,27.2807,27.0156,34.30856,6.0014
2016163,2016,163,4.76535292,8.107984,8.090526,27.24502,26.9813,34.3095,5.9246
2016163,2016,163,5.0153697,8.10529,8.086846,27.20944,26.94082,34.31068,5.851
2016163,2016,163,5.26537532,8.102608,8.084226,27.17258,26.90452,34.31194,5.7756
2016163,2016,163,5.51538074,8.100074,8.0808,27.13504,26.86268,34.31394,5.6936
2016163,2016,163,5.76512568,8.096076,8.076616,27.09862,26.82992,34.31522,5.6198
2016163,2016,163,6.01512518,8.092692,8.073242,27.06364,26.79284,34.31674,5.5448
2016163,2016,163,6.26515388,8.089738,8.069528,27.02686,26.7586,34.31872,5.4652
2016163,2016,163,6.51513082,8.086624,8.06559,26.98872,26.7198,34.32086,5.3968
2016163,2016,163,6.76516956,8.083266,8.062246,26.95566,26.68686,34.32252,5.3218
2016163,2016,163,7.01516846,8.079604,8.058364,26.9215,26.65478,34.32394,5.2568
2016163,2016,163,7.26516956,8.07547,8.054706,26.89154,26.6286,34.3252,5.1868
2016163,2016,163,7.54576674,8.070686,8.052714,26.86168,26.58655,34.327425,5.1085
2016163,2016,163,7.76521422,8.068486,8.046408,26.8288,26.56584,34.3284,5.055
2016163,2016,163,8.01519738,8.064046,8.042312,26.80084,26.53794,34.33002,4.9914
2016163,2016,163,8.29582176,8.059132,8.040234,26.776,26.50845,34.3318,4.919
2016163,2016,163,8.51525366,8.055732,8.033818,26.74452,26.48164,34.333,4.869
2016163,2016,163,8.76524202,8.05218,8.029968,26.71796,26.45976,34.3347,4.8092
